animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1774769,2022-08-10,2022-09-10,LCOM,RET,LARGE,YOUNG
A1778234,2022-08-10,2022-08-10,LCOM,STRAY,SMALL,YOUNG
A1778249,2022-08-10,2022-08-27,LCOM,OTH,MED,YOUNG
A1753475,2022-08-10,2022-08-20,LCOM,OTH,MED,YOUNG
A1778253,2022-08-10,2022-08-10,NONL,STRAY,SMALL,JUVENILE
A1778257,2022-08-10,2022-08-20,NONL,OTH,MED,JUVENILE
A1778298,2022-08-10,2022-08-11,LCOM,STRAY,SMALL,ADULT
A1778301,2022-08-10,2022-08-10,LCOM,STRAY,PUPPY,JUVENILE
A1778302,2022-08-10,2022-08-13,LCOM,OWNER,PUPPY,JUVENILE
A1778303,2022-08-10,2022-08-13,LCOM,OWNER,PUPPY,JUVENILE
A1778304,2022-08-10,2022-08-11,LCOM,OWNER,PUPPY,JUVENILE
A1778305,2022-08-10,2022-08-13,LCOM,OWNER,PUPPY,JUVENILE
A1778306,2022-08-10,2022-08-14,LCOM,OWNER,PUPPY,JUVENILE
A1777394,2022-08-05,2022-08-05,LCOM,STRAY,LARGE,YOUNG
A1778314,2022-08-10,2022-09-14,LCOM,STRAY,LARGE,JUVENILE
A1778315,2022-08-10,2022-12-27,LCOM,STRAY,LARGE,YOUNG
A1778316,2022-08-10,2022-08-22,TRAN,STRAY,LARGE,SENIOR
A1778381,2022-08-11,2022-08-11,LCOM,STRAY,SMALL,ADULT
A1778383,2022-08-11,2022-08-22,LCOM,STRAY,LARGE,YOUNG
A1778421,2022-08-11,2023-05-21,LCOM,STRAY,LARGE,ADULT
A1778422,2022-08-11,2022-08-21,LCOM,STRAY,LARGE,ADULT
A1778423,2022-08-11,2022-08-17,TRAN,STRAY,SMALL,SENIOR
A1778427,2022-08-11,2022-08-30,LCOM,STRAY,LARGE,YOUNG
A1778454,2022-08-11,2022-08-12,LCOM,STRAY,MED,ADULT
A1778457,2022-08-11,2022-08-17,TRAN,STRAY,PUPPY,JUVENILE
A1606270,2022-08-11,2022-09-12,LCOM,OTH,SMALL,SENIOR
A1778487,2022-08-12,2022-08-16,TRAN,STRAY,SMALL,SENIOR
A1778517,2022-08-12,2022-09-10,LCOM,STRAY,LARGE,JUVENILE
A1778499,2022-08-12,2022-08-13,LCOM,STRAY,SMALL,JUVENILE
A1778533,2022-08-12,2022-08-16,LCOM,STRAY,LARGE,YOUNG
A1778535,2022-08-12,2022-08-20,LCOM,STRAY,MED,JUVENILE
A1778542,2022-08-12,2022-08-16,LCOM,STRAY,SMALL,ADULT
A1778543,2022-08-12,2022-08-16,LCOM,STRAY,SMALL,YOUNG
A1778552,2022-08-12,2022-09-01,TRAN,STRAY,SMALL,SENIOR
A1778562,2022-08-12,2023-01-28,TRAN,STRAY,LARGE,ADULT
A1778564,2022-08-12,2022-08-13,NONL,STRAY,MED,YOUNG
A1778572,2022-08-13,2022-08-13,LCOM,OTH,MED,SENIOR
A1778600,2022-08-13,2022-08-13,LCOM,OTH,MED,ADULT
A1778601,2022-08-13,2022-08-13,LCOM,STRAY,SMALL,JUVENILE
A1778610,2022-08-13,2022-08-26,LCOM,STRAY,SMALL,SENIOR
A1492906,2022-08-13,2022-08-14,LCOM,OTH,SMALL,SENIOR
A1492907,2022-08-13,2022-08-14,LCOM,OTH,SMALL,SENIOR
A1778611,2022-08-13,2022-09-26,TRAN,STRAY,LARGE,JUVENILE
A1778612,2022-08-13,2022-08-29,LCOM,STRAY,MED,ADULT
A1778619,2022-08-13,2022-08-26,LCOM,STRAY,SMALL,JUVENILE
A1778625,2022-08-13,2022-09-04,LCOM,STRAY,LARGE,JUVENILE
A1778635,2022-08-13,2022-08-22,LCOM,STRAY,LARGE,YOUNG
A1778638,2022-08-13,2022-08-22,LCOM,STRAY,PUPPY,JUVENILE
A1778651,2022-08-13,2022-08-14,LCOM,STRAY,MED,YOUNG
A1778667,2022-08-14,2022-08-14,LCOM,STRAY,MED,YOUNG
A1778670,2022-08-13,2022-08-14,LCOM,STRAY,MED,YOUNG
A1778671,2022-08-14,2022-08-14,LCOM,STRAY,SMALL,YOUNG
A1778673,2022-08-14,2022-08-15,TRAN,STRAY,SMALL,ADULT
A1778675,2022-08-14,2022-08-15,TRAN,STRAY,SMALL,ADULT
A1778676,2022-08-14,2022-08-15,TRAN,STRAY,SMALL,SENIOR
A1778677,2022-08-14,2022-08-15,TRAN,STRAY,SMALL,SENIOR
A1778678,2022-08-14,2022-08-15,LCOM,STRAY,MED,JUVENILE
A1778679,2022-08-14,2022-08-29,LCOM,STRAY,MED,JUVENILE
A1778751,2022-08-14,2022-08-15,LCOM,STRAY,SMALL,ADULT
A1778752,2022-08-14,2022-08-19,LCOM,STRAY,LARGE,JUVENILE
A1778762,2022-08-14,2022-09-10,LCOM,STRAY,LARGE,ADULT
A1778787,2022-08-15,2022-09-01,LCOM,STRAY,PUPPY,JUVENILE
A1553322,2022-08-15,2022-08-16,LCOM,STRAY,SMALL,ADULT
A1778818,2022-08-15,2022-08-29,LCOM,STRAY,LARGE,YOUNG
A1778820,2022-08-15,2022-08-25,LCOM,STRAY,SMALL,ADULT
A1778822,2022-08-15,2022-08-20,TRAN,STRAY,SMALL,ADULT
A1778826,2022-08-15,2022-08-19,NONL,OWNER,LARGE,YOUNG
A1778850,2022-08-15,2022-08-27,LCOM,STRAY,SMALL,ADULT
A1778853,2022-08-15,2022-08-16,LCOM,STRAY,MED,SENIOR
A1778856,2022-08-15,2022-08-18,LCOM,OTH,MED,SENIOR
A1778857,2022-08-15,2022-08-16,LCOM,STRAY,MED,YOUNG
A1778863,2022-08-15,2022-08-19,TRAN,STRAY,MED,JUVENILE
A1778864,2022-08-15,2022-08-16,LCOM,STRAY,MED,SENIOR
A1778167,2022-08-15,2022-08-22,LCOM,RET,SMALL,YOUNG
A1778930,2022-08-16,2022-08-16,LCOM,STRAY,LARGE,JUVENILE
A1739162,2022-08-16,2022-08-22,NONL,OTH,LARGE,YOUNG
A1772067,2022-08-16,2022-08-20,LCOM,RET,MED,JUVENILE
A1778955,2022-08-16,2022-08-23,TRAN,STRAY,SMALL,JUVENILE
A1778956,2022-08-16,2022-08-23,TRAN,STRAY,SMALL,JUVENILE
A1647780,2022-08-16,2022-08-27,LCOM,STRAY,LARGE,ADULT
A1754863,2022-08-16,2022-09-09,LCOM,OTH,MED,YOUNG
A1789293,2022-08-16,2022-08-21,LCOM,STRAY,MED,JUVENILE
A1778975,2022-08-16,2022-08-20,LCOM,STRAY,LARGE,JUVENILE
A1778976,2022-08-16,2022-08-20,LCOM,STRAY,PUPPY,JUVENILE
A1614067,2022-08-16,2022-09-17,LCOM,OTH,SMALL,YOUNG
A1450402,2022-08-16,2022-09-17,LCOM,OTH,MED,ADULT
A1637849,2022-08-16,2022-09-18,LCOM,OTH,SMALL,ADULT
A1776041,2022-08-17,2022-08-18,LCOM,RET,LARGE,JUVENILE
A1779032,2022-08-17,2022-08-21,LCOM,STRAY,PUPPY,JUVENILE
A1779034,2022-08-17,2022-08-23,LCOM,STRAY,PUPPY,JUVENILE
A1779042,2022-08-17,2022-08-18,LCOM,STRAY,SMALL,SENIOR
A1779062,2022-08-17,2022-08-27,LCOM,STRAY,SMALL,YOUNG
A1601311,2022-08-17,2022-08-23,LCOM,OTH,_UNKNOWN_,YOUNG
A1779081,2022-08-17,2022-10-25,TRAN,STRAY,SMALL,YOUNG
A1778144,2022-08-17,2022-08-24,TRAN,RET,LARGE,ADULT
A1779091,2022-08-17,2022-08-18,LCOM,STRAY,LARGE,YOUNG
A1779087,2022-08-17,2022-08-18,TRAN,STRAY,MED,JUVENILE
A1779088,2022-08-17,2022-08-18,TRAN,STRAY,PUPPY,JUVENILE
A1779089,2022-08-17,2022-08-18,TRAN,STRAY,PUPPY,JUVENILE
A1779090,2022-08-17,2022-08-18,TRAN,STRAY,PUPPY,JUVENILE
A1779100,2022-08-18,2022-08-18,LCOM,OTH,MED,SENIOR
A1779099,2022-08-18,2022-08-18,LCOM,OTH,MED,SENIOR
A1779133,2022-08-18,2022-08-18,LCOM,STRAY,LARGE,JUVENILE
A1778805,2022-08-18,2022-09-02,TRAN,OWNER,MED,YOUNG
A1779199,2022-08-18,2022-09-14,LCOM,STRAY,LARGE,ADULT
A1779200,2022-08-18,2022-08-19,LCOM,STRAY,MED,YOUNG
A1779202,2022-08-18,2022-08-26,LCOM,STRAY,PUPPY,JUVENILE
A1741761,2022-08-18,2022-09-10,LCOM,STRAY,LARGE,ADULT
A1779213,2022-08-18,2022-08-20,LCOM,OTH,MED,ADULT
A1779214,2022-08-18,2022-08-20,LCOM,OTH,LARGE,ADULT
A1779221,2022-08-19,2022-09-20,LCOM,OTH,MED,YOUNG
A1779222,2022-08-19,2022-09-20,LCOM,OTH,LARGE,YOUNG
A1779223,2022-08-19,2022-09-09,LCOM,OTH,LARGE,YOUNG
A1779255,2022-08-18,2022-08-19,NONL,STRAY,PUPPY,JUVENILE
A1779257,2022-08-19,2022-08-19,NONL,STRAY,PUPPY,JUVENILE
A1779265,2022-08-19,2022-08-23,TRAN,STRAY,SMALL,ADULT
A1779283,2022-08-19,2022-08-23,LCOM,STRAY,LARGE,JUVENILE
A1779305,2022-08-24,2022-08-29,TRAN,STRAY,LARGE,YOUNG
A1779306,2022-08-19,2022-08-25,LCOM,STRAY,PUPPY,JUVENILE
A1335375,2022-08-19,2022-08-19,LCOM,STRAY,LARGE,SENIOR
A1779312,2022-08-19,2022-08-20,LCOM,OTH,SMALL,YOUNG
A1779328,2022-08-19,2022-08-22,LCOM,STRAY,MED,ADULT
A1779336,2022-08-20,2022-09-16,NONL,STRAY,LARGE,YOUNG
A1779358,2022-08-20,2022-08-24,LCOM,STRAY,LARGE,YOUNG
A1754033,2022-08-20,2022-09-09,LCOM,RET,LARGE,ADULT
A1776484,2022-08-20,2022-08-26,LCOM,RET,LARGE,YOUNG
A1776985,2022-08-20,2022-08-21,LCOM,RET,PUPPY,JUVENILE
A1779407,2022-08-20,2022-08-22,LCOM,OTH,PUPPY,JUVENILE
A1779440,2022-08-21,2022-10-18,NONL,STRAY,LARGE,YOUNG
A1779442,2022-08-21,2022-08-22,LCOM,STRAY,LARGE,JUVENILE
A1779443,2022-08-21,2022-08-22,LCOM,STRAY,LARGE,JUVENILE
A1779446,2022-08-21,2022-09-01,LCOM,STRAY,MED,ADULT
A1779448,2022-08-21,2022-08-26,LCOM,STRAY,SMALL,YOUNG
A1779449,2022-08-21,2022-12-29,TRAN,STRAY,LARGE,YOUNG
A1779453,2022-08-21,2022-08-25,LCOM,STRAY,SMALL,YOUNG
A1779455,2022-08-21,2022-09-10,LCOM,STRAY,LARGE,YOUNG
A1779481,2022-08-21,2022-08-29,LCOM,STRAY,LARGE,JUVENILE
A1779441,2022-08-21,2022-09-06,TRAN,STRAY,MED,YOUNG
A1779495,2022-08-21,2022-08-22,LCOM,STRAY,LARGE,YOUNG
A1779510,2022-08-21,2022-09-01,LCOM,STRAY,LARGE,JUVENILE
A1779515,2022-08-21,2022-08-30,TRAN,STRAY,LARGE,YOUNG
A1779517,2022-08-21,2022-09-25,LCOM,STRAY,LARGE,YOUNG
A1779573,2022-08-22,2022-08-28,LCOM,STRAY,LARGE,JUVENILE
A1779578,2022-08-22,2022-08-26,LCOM,STRAY,SMALL,ADULT
A1779581,2022-08-22,2022-09-04,TRAN,STRAY,MED,JUVENILE
A1779597,2022-08-22,2022-08-23,LCOM,STRAY,MED,ADULT
A1779598,2022-08-22,2022-08-26,LCOM,STRAY,MED,JUVENILE
A1779600,2022-08-22,2022-09-10,LCOM,STRAY,_UNKNOWN_,YOUNG
A1777138,2022-08-22,2023-09-07,TRAN,OWNER,LARGE,ADULT
A1779604,2022-08-22,2022-08-26,LCOM,STRAY,PUPPY,JUVENILE
A1779605,2022-08-22,2022-09-10,LCOM,STRAY,LARGE,YOUNG
A1779607,2022-08-22,2022-08-26,LCOM,STRAY,LARGE,JUVENILE
A1779626,2022-08-22,2022-09-01,LCOM,STRAY,MED,YOUNG
A1779633,2022-08-22,2022-09-03,LCOM,STRAY,LARGE,JUVENILE
A1779634,2022-08-22,2022-10-25,TRAN,STRAY,LARGE,ADULT
A1779638,2022-08-22,2022-08-29,TRAN,STRAY,SMALL,YOUNG
A1779641,2022-08-22,2022-08-26,LCOM,STRAY,PUPPY,JUVENILE
A1779644,2022-08-22,2022-08-23,LCOM,STRAY,SMALL,YOUNG
A1779647,2022-08-22,2022-08-24,TRAN,STRAY,MED,ADULT
A1779904,2022-08-23,2022-08-29,LCOM,STRAY,PUPPY,JUVENILE
A1779905,2022-08-23,2022-08-27,LCOM,STRAY,PUPPY,JUVENILE
A1777262,2022-08-23,2022-09-07,TRAN,OTH,LARGE,JUVENILE
A1753160,2022-08-23,2022-08-25,LCOM,STRAY,SMALL,YOUNG
A1779920,2022-08-23,2022-08-27,LCOM,OWNER,MED,JUVENILE
A1779921,2022-08-23,2022-08-27,LCOM,OWNER,SMALL,JUVENILE
A1779924,2022-08-23,2022-10-18,NONL,STRAY,LARGE,YOUNG
A1779940,2022-08-23,2022-09-06,TRAN,STRAY,PUPPY,JUVENILE
A1779942,2022-08-23,2022-08-27,LCOM,STRAY,LARGE,JUVENILE
A1779965,2022-08-23,2022-11-21,LCOM,STRAY,LARGE,YOUNG
A1670025,2022-08-23,2022-08-25,NONL,OWNER,LARGE,ADULT
A1520854,2022-08-23,2022-09-02,TRAN,STRAY,SMALL,SENIOR
A1779980,2022-08-23,2022-10-21,LCOM,STRAY,LARGE,YOUNG
A1779982,2022-08-23,2022-08-25,LCOM,OTH,LARGE,YOUNG
A1779985,2022-08-23,2022-08-27,LCOM,STRAY,MED,JUVENILE
A1780019,2022-08-24,2022-08-24,LCOM,STRAY,MED,JUVENILE
A1780021,2022-08-24,2022-08-24,LCOM,STRAY,MED,YOUNG
A1780025,2022-08-24,2022-09-22,LCOM,STRAY,LARGE,YOUNG
A1780027,2022-08-24,2022-08-28,LCOM,STRAY,PUPPY,JUVENILE
A1780032,2022-08-24,2022-09-12,TRAN,OTH,MED,YOUNG
A1780034,2022-08-24,2022-08-29,TRAN,STRAY,PUPPY,JUVENILE
A1780110,2022-08-24,2022-09-25,LCOM,STRAY,LARGE,YOUNG
A1780162,2022-08-25,2022-08-25,LCOM,STRAY,MED,YOUNG
A1776405,2022-08-25,2022-09-27,TRAN,OTH,SMALL,JUVENILE
A1775476,2022-08-25,2022-08-27,LCOM,STRAY,LARGE,YOUNG
A1780173,2022-08-25,2022-08-31,NONL,STRAY,LARGE,ADULT
A1780128,2022-08-25,2022-09-02,LCOM,STRAY,LARGE,JUVENILE
A1780182,2022-08-25,2022-09-01,TRAN,STRAY,LARGE,JUVENILE
A1780187,2022-08-25,2022-08-27,LCOM,OTH,MED,JUVENILE
A1778638,2022-08-25,2022-08-30,TRAN,RET,PUPPY,JUVENILE
A1780201,2022-08-25,2022-09-08,LCOM,STRAY,LARGE,YOUNG
A1780202,2022-08-25,2022-08-27,NONL,STRAY,LARGE,YOUNG
A1780262,2022-08-26,2022-08-26,LCOM,STRAY,LARGE,SENIOR
A1780330,2022-08-26,2022-11-01,LCOM,STRAY,MED,YOUNG
A1780334,2022-08-26,2022-10-27,LCOM,STRAY,LARGE,YOUNG
A1780357,2022-08-26,2022-08-27,LCOM,STRAY,SMALL,YOUNG
A1780363,2022-08-26,2022-08-30,LCOM,STRAY,MED,JUVENILE
A1730049,2022-08-26,2022-09-27,TRAN,OWNER,LARGE,YOUNG
A1780378,2022-08-26,2022-09-08,LCOM,STRAY,MED,YOUNG
A1774678,2022-08-27,2022-12-04,TRAN,STRAY,LARGE,JUVENILE
A1780429,2022-08-27,2022-09-23,LCOM,STRAY,LARGE,JUVENILE
A1780428,2022-08-27,2022-09-06,LCOM,STRAY,SMALL,ADULT
A1780432,2022-08-27,2022-08-31,LCOM,STRAY,SMALL,JUVENILE
A1632519,2022-08-27,2022-09-10,LCOM,STRAY,MED,ADULT
A1780470,2022-08-27,2022-09-10,TRAN,OTH,MED,YOUNG
A1780473,2022-08-27,2022-09-14,LCOM,STRAY,LARGE,JUVENILE
A1780474,2022-08-27,2022-09-11,LCOM,STRAY,MED,YOUNG
A1780476,2022-08-27,2022-09-04,LCOM,STRAY,MED,YOUNG
A1780498,2022-08-28,2022-09-09,TRAN,STRAY,PUPPY,JUVENILE
A1780499,2022-08-28,2022-09-09,TRAN,STRAY,PUPPY,JUVENILE
A1780502,2022-08-28,2022-09-01,LCOM,STRAY,PUPPY,JUVENILE
A1780504,2022-08-28,2022-09-23,NONL,STRAY,LARGE,ADULT
A1780516,2022-08-28,2022-08-28,LCOM,STRAY,LARGE,YOUNG
A1780531,2022-08-28,2022-08-28,LCOM,STRAY,SMALL,ADULT
A1780551,2022-08-28,2022-10-18,NONL,STRAY,LARGE,ADULT
A1780574,2022-08-28,2022-09-01,TRAN,STRAY,SMALL,SENIOR
A1780582,2022-08-28,2022-09-01,LCOM,STRAY,SMALL,JUVENILE
A1780583,2022-08-28,2022-09-06,LCOM,STRAY,SMALL,YOUNG
A1780612,2022-08-28,2022-12-28,LCOM,STRAY,LARGE,YOUNG
A1772359,2022-08-29,2022-09-03,LCOM,RET,LARGE,ADULT
A1776042,2022-08-29,2022-09-10,LCOM,RET,LARGE,JUVENILE
A1780722,2022-08-29,2022-09-10,LCOM,STRAY,MED,YOUNG
A1780725,2022-08-29,2022-09-02,LCOM,STRAY,MED,YOUNG
A1780726,2022-08-29,2023-01-19,NONL,STRAY,LARGE,ADULT
A1780740,2022-08-29,2022-08-30,LCOM,STRAY,LARGE,ADULT
A1780743,2022-08-29,2022-08-30,LCOM,OTH,SMALL,SENIOR
A1776605,2022-08-30,2022-10-29,TRAN,RET,SMALL,YOUNG
A1781013,2022-08-30,2022-09-03,LCOM,STRAY,PUPPY,JUVENILE
A1781014,2022-08-30,2022-09-04,LCOM,STRAY,PUPPY,JUVENILE
A1781015,2022-08-30,2022-09-03,LCOM,STRAY,PUPPY,JUVENILE
A1781016,2022-08-30,2022-09-04,LCOM,STRAY,MED,ADULT
A1781017,2022-08-30,2022-09-03,LCOM,STRAY,SMALL,YOUNG
A1779598,2022-08-29,2022-08-30,LCOM,RET,MED,YOUNG
A1781007,2022-08-30,2022-09-07,TRAN,STRAY,MED,YOUNG
A1575810,2022-08-30,2022-09-03,LCOM,OTH,MED,SENIOR
A1781067,2022-08-30,2022-09-10,TRAN,STRAY,SMALL,YOUNG
A1781069,2022-08-30,2022-09-06,LCOM,STRAY,LARGE,ADULT
A1781078,2022-08-30,2022-08-31,LCOM,STRAY,LARGE,ADULT
A1781081,2022-08-30,2022-09-04,LCOM,STRAY,PUPPY,JUVENILE
A1738925,2022-08-30,2022-09-20,LCOM,OTH,LARGE,ADULT
A1781100,2022-08-30,2022-09-01,LCOM,STRAY,MED,JUVENILE
A1781200,2022-08-31,2022-09-01,LCOM,STRAY,MED,SENIOR
A1781203,2022-08-31,2022-09-08,LCOM,STRAY,SMALL,SENIOR
A1781207,2022-08-31,2022-09-07,LCOM,STRAY,PUPPY,JUVENILE
A1781208,2022-08-31,2022-09-09,LCOM,STRAY,SMALL,YOUNG
A1781224,2022-08-31,2022-09-10,LCOM,STRAY,LARGE,JUVENILE
A1503925,2022-08-31,2022-09-01,LCOM,STRAY,LARGE,ADULT
A1781240,2022-08-31,2022-09-10,LCOM,STRAY,MED,JUVENILE
A1772560,2022-08-31,2022-08-31,LCOM,RET,SMALL,JUVENILE
A1781247,2022-08-31,2022-09-06,LCOM,STRAY,LARGE,JUVENILE
A1781254,2022-08-31,2022-09-10,LCOM,STRAY,LARGE,YOUNG
A1781275,2022-08-31,2022-09-04,LCOM,STRAY,LARGE,ADULT
A1781276,2022-08-31,2022-09-09,LCOM,STRAY,SMALL,YOUNG
A1604342,2022-09-01,2022-09-01,LCOM,STRAY,MED,ADULT
A1781381,2022-09-01,2022-11-13,LCOM,STRAY,LARGE,YOUNG
A1781396,2022-09-01,2023-01-28,LCOM,STRAY,LARGE,ADULT
A1781406,2022-09-01,2022-09-10,TRAN,STRAY,SMALL,SENIOR
A1781418,2022-09-01,2022-09-15,LCOM,STRAY,MED,YOUNG
A1781436,2022-09-01,2022-09-19,LCOM,STRAY,LARGE,YOUNG
A1781437,2022-09-01,2022-09-19,LCOM,STRAY,LARGE,YOUNG
A1736463,2022-09-02,2022-09-02,LCOM,OTH,SMALL,SENIOR
A1781481,2022-09-02,2022-09-02,LCOM,STRAY,MED,YOUNG
A1575840,2022-09-02,2022-09-02,LCOM,STRAY,MED,ADULT
A1575841,2022-09-02,2022-09-02,LCOM,STRAY,MED,ADULT
A1781487,2022-09-02,2022-11-14,LCOM,STRAY,LARGE,YOUNG
A1781488,2022-09-02,2022-09-19,LCOM,STRAY,SMALL,ADULT
A1781526,2022-09-02,2022-10-07,LCOM,STRAY,LARGE,YOUNG
A1781531,2022-09-02,2022-09-24,LCOM,STRAY,LARGE,YOUNG
A1781551,2022-09-02,2022-09-08,LCOM,STRAY,SMALL,SENIOR
A1781554,2022-09-02,2022-09-07,LCOM,STRAY,PUPPY,JUVENILE
A1781580,2022-09-03,2022-09-24,TRAN,STRAY,LARGE,YOUNG
A1781585,2022-09-03,2022-09-21,TRAN,OTH,MED,SENIOR
A1349451,2022-09-03,2022-09-03,LCOM,STRAY,SMALL,SENIOR
A1766885,2022-09-03,2023-08-12,LCOM,RET,LARGE,YOUNG
A1781587,2022-09-03,2022-09-04,LCOM,STRAY,MED,YOUNG
A1781597,2022-09-03,2022-09-24,LCOM,STRAY,LARGE,YOUNG
A1778427,2022-09-03,2022-09-20,LCOM,RET,LARGE,YOUNG
A1781602,2022-09-03,2022-09-10,LCOM,STRAY,SMALL,SENIOR
A1772917,2022-09-03,2022-09-07,LCOM,OTH,_UNKNOWN_,YOUNG
A1833596,2022-09-03,2023-07-07,TRAN,STRAY,MED,ADULT
A1781610,2022-09-03,2022-09-08,LCOM,STRAY,PUPPY,JUVENILE
A1781611,2022-09-03,2022-09-04,LCOM,STRAY,SMALL,SENIOR
A1730396,2022-09-03,2022-09-04,LCOM,OTH,LARGE,YOUNG
A1730397,2022-09-03,2022-09-04,LCOM,OTH,MED,YOUNG
A1722527,2022-09-04,2022-09-04,LCOM,STRAY,LARGE,YOUNG
A1779633,2022-09-04,2022-09-11,LCOM,RET,LARGE,YOUNG
A1781646,2022-09-04,2022-09-04,LCOM,OTH,MED,JUVENILE
A1052245,2022-09-04,2022-09-15,LCOM,STRAY,SMALL,SENIOR
A1781648,2022-09-04,2022-09-18,LCOM,STRAY,SMALL,ADULT
A1777817,2022-09-04,2022-09-04,LCOM,STRAY,MED,YOUNG
A1781661,2022-09-04,2022-09-12,LCOM,STRAY,SMALL,ADULT
A1781662,2022-09-04,2022-09-06,LCOM,OTH,LARGE,YOUNG
A1781668,2022-09-04,2022-09-06,LCOM,STRAY,LARGE,YOUNG
A1781671,2022-09-04,2022-09-10,LCOM,STRAY,PUPPY,JUVENILE
A1781676,2022-09-04,2022-09-07,LCOM,STRAY,SMALL,ADULT
A1781677,2022-09-04,2022-09-06,LCOM,OTH,MED,YOUNG
A1781680,2022-09-04,2022-09-10,LCOM,STRAY,PUPPY,JUVENILE
A1781690,2022-09-05,2022-09-27,LCOM,OTH,MED,YOUNG
A1781688,2022-09-04,2022-10-30,LCOM,STRAY,LARGE,ADULT
A1633338,2022-09-05,2022-09-05,LCOM,STRAY,LARGE,ADULT
A1781709,2022-09-05,2022-09-18,LCOM,STRAY,MED,ADULT
A1427299,2022-09-05,2022-09-05,LCOM,STRAY,MED,SENIOR
A1781723,2022-09-05,2022-09-06,LCOM,STRAY,SMALL,SENIOR
A1781724,2022-09-05,2022-09-05,NONL,STRAY,MED,SENIOR
A1781728,2022-09-05,2022-09-10,LCOM,STRAY,MED,YOUNG
A1781726,2022-09-05,2022-11-20,LCOM,STRAY,LARGE,YOUNG
A1781741,2022-09-06,2022-09-06,LCOM,STRAY,SMALL,YOUNG
A1781756,2022-09-06,2022-09-06,LCOM,OTH,LARGE,JUVENILE
A1781761,2022-09-06,2022-09-10,LCOM,STRAY,MED,JUVENILE
A1781762,2022-09-06,2022-09-14,LCOM,STRAY,SMALL,ADULT
A1781810,2022-09-06,2022-09-10,LCOM,STRAY,SMALL,YOUNG
A0993151,2022-09-06,2022-09-07,LCOM,STRAY,SMALL,SENIOR
A1781821,2022-09-06,2022-10-02,LCOM,STRAY,LARGE,YOUNG
A1754005,2022-09-06,2022-09-10,LCOM,STRAY,SMALL,ADULT
A1781824,2022-09-06,2022-09-15,LCOM,STRAY,MED,YOUNG
A1781830,2022-09-06,2022-09-07,LCOM,STRAY,SMALL,ADULT
A1782017,2022-09-07,2022-09-11,LCOM,STRAY,PUPPY,JUVENILE
A1781676,2022-09-07,2022-09-15,LCOM,OWNER,SMALL,ADULT
A1782060,2022-09-07,2022-11-19,LCOM,STRAY,LARGE,YOUNG
A1782069,2022-09-07,2022-09-26,LCOM,STRAY,LARGE,JUVENILE
A1782070,2022-09-07,2022-09-25,LCOM,STRAY,MED,JUVENILE
A1782076,2022-09-07,2022-09-08,LCOM,OTH,PUPPY,JUVENILE
A1782083,2022-09-07,2022-10-05,LCOM,STRAY,MED,ADULT
A1782084,2022-09-07,2022-09-15,LCOM,STRAY,PUPPY,JUVENILE
A1782086,2022-09-07,2022-09-11,LCOM,STRAY,PUPPY,JUVENILE
A1782088,2022-09-07,2022-09-24,LCOM,STRAY,SMALL,ADULT
A1780182,2022-09-07,2022-09-23,LCOM,RET,LARGE,JUVENILE
A1782089,2022-09-07,2022-09-11,LCOM,STRAY,MED,JUVENILE
A1782090,2022-09-07,2022-09-15,LCOM,STRAY,MED,JUVENILE
A1782091,2022-09-07,2022-09-11,LCOM,STRAY,PUPPY,JUVENILE
A1163560,2022-09-08,2022-09-17,LCOM,OTH,MED,SENIOR
A1782139,2022-09-08,2023-01-21,LCOM,STRAY,LARGE,ADULT
A1782152,2022-09-08,2022-09-28,LCOM,STRAY,LARGE,YOUNG
A1782153,2022-09-08,2022-10-11,TRAN,STRAY,LARGE,YOUNG
A1782178,2022-09-08,2022-09-14,LCOM,STRAY,SMALL,YOUNG
A1782213,2022-09-08,2022-09-14,LCOM,STRAY,SMALL,JUVENILE
A1782229,2022-09-08,2022-09-24,TRAN,STRAY,LARGE,YOUNG
A1782237,2022-09-08,2022-09-15,LCOM,STRAY,SMALL,YOUNG
A1782247,2022-09-09,2023-01-26,LCOM,OTH,LARGE,YOUNG
A1782265,2022-09-09,2022-09-09,LCOM,STRAY,MED,ADULT
A1782272,2022-09-09,2022-10-09,LCOM,OWNER,LARGE,YOUNG
A1782279,2022-09-09,2022-09-10,LCOM,STRAY,MED,ADULT
A1782286,2022-09-09,2022-09-18,LCOM,STRAY,MED,JUVENILE
A1782287,2022-09-09,2022-09-17,LCOM,STRAY,MED,ADULT
A1778126,2022-09-09,2022-09-10,LCOM,RET,LARGE,ADULT
A1782298,2022-09-09,2022-09-21,LCOM,STRAY,SMALL,YOUNG
A1782313,2022-09-09,2022-09-09,LCOM,STRAY,SMALL,SENIOR
A1782329,2022-09-09,2022-09-09,LCOM,STRAY,MED,YOUNG
A1782340,2022-09-09,2022-09-13,LCOM,STRAY,SMALL,YOUNG
A1782341,2022-09-09,2022-09-13,LCOM,STRAY,SMALL,YOUNG
A1782342,2022-09-09,2022-09-13,LCOM,STRAY,MED,YOUNG
A1764564,2022-09-09,2022-09-16,LCOM,STRAY,LARGE,YOUNG
A1782358,2022-09-09,2022-09-10,LCOM,STRAY,LARGE,ADULT
A1782347,2022-09-09,2022-11-06,LCOM,STRAY,LARGE,YOUNG
