animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size
A1286468,2018-05-21,2018-05-23,LiveC,OWNER,SMALL
A1576701,2018-05-21,2018-05-26,LiveC,STRAY,MED
A1576707,2018-05-21,2018-05-21,LiveC,STRAY,LRG
A1576784,2018-05-21,2018-08-04,LiveC,STRAY,LRG
A1567327,2018-05-21,2018-07-26,Transf,OTHER,LRG
A1545265,2018-05-21,2018-06-23,LiveC,OTHER,LRG
A1576725,2018-05-21,2019-05-08,LiveC,OTHER,LRG
A1511572,2018-05-22,2018-06-01,LiveC,OTHER,LRG
A1576842,2018-05-22,2018-05-26,LiveC,STRAY,PUPPY
A1576858,2018-05-22,2018-06-01,LiveC,STRAY,SMALL
A1576866,2018-05-22,2018-05-26,LiveC,STRAY,SMALL
A1576867,2018-05-22,2018-05-29,LiveC,STRAY,LRG
A1576868,2018-05-22,2018-05-23,LiveC,STRAY,LRG
A1097419,2018-05-22,2018-05-22,LiveC,STRAY,TOY
A1576872,2018-05-22,2018-06-06,LiveC,STRAY,LRG
A1576893,2018-05-22,2018-06-03,LiveC,STRAY,SMALL
A1576894,2018-05-22,2018-05-26,LiveC,STRAY,SMALL
A1576896,2018-05-22,2018-06-26,LiveC,STRAY,XL
A1576955,2018-05-22,2018-05-23,LiveC,STRAY,MED
A1575805,2018-05-23,2018-05-26,LiveC,OTHER,MED
A1577002,2018-05-23,2018-06-04,LiveC,STRAY,LRG
A1575839,2018-05-23,2018-05-24,LiveC,OTHER,LRG
A1577048,2018-05-23,2018-05-27,LiveC,STRAY,PUPPY
A1577049,2018-05-23,2018-05-30,LiveC,STRAY,SMALL
A1577052,2018-05-23,2018-06-01,LiveC,STRAY,SMALL
A1577069,2018-05-23,2018-05-25,LiveC,STRAY,LRG
A1577079,2018-05-23,2018-05-27,LiveC,STRAY,XL
A1577078,2018-05-23,2018-05-27,LiveC,STRAY,XL
A1577087,2018-05-23,2018-06-09,LiveC,STRAY,LRG
A1577092,2018-05-24,2018-05-24,LiveC,STRAY,MED
A1576353,2018-05-24,2018-05-24,LiveC,OTHER,SMALL
A1577159,2018-05-24,2018-05-25,LiveC,STRAY,LRG
A1577162,2018-05-24,2018-05-25,LiveC,STRAY,MED
A1577202,2018-05-24,2018-06-02,LiveC,STRAY,LRG
A1577204,2018-05-24,2018-05-31,LiveC,STRAY,LRG
A1577206,2018-05-24,2018-05-30,LiveC,STRAY,LRG
A1577208,2018-05-24,2018-05-31,LiveC,STRAY,LRG
A1577209,2018-05-24,2018-12-30,LiveC,STRAY,LRG
A1577210,2018-05-24,2018-05-30,LiveC,STRAY,TOY
A1577214,2018-05-24,2018-06-01,LiveC,STRAY,LRG
A1577215,2018-05-24,2018-05-24,NonL,STRAY,MED
A1577217,2018-05-24,2018-06-11,Transf,STRAY,SMALL
A1577230,2018-05-24,2018-05-31,LiveC,STRAY,SMALL
A1577247,2018-05-24,2018-05-31,LiveC,STRAY,MED
A1576976,2018-05-24,2018-05-26,LiveC,OTHER,SMALL
A1577261,2018-05-24,2018-06-02,LiveC,STRAY,LRG
A1577263,2018-05-24,2018-05-30,LiveC,STRAY,MED
A1577291,2018-05-25,2018-06-02,LiveC,STRAY,MED
A1574205,2018-05-25,2018-05-25,LiveC,OTHER,SMALL
A1577307,2018-05-25,2018-05-26,LiveC,STRAY,PUPPY
A1577310,2018-05-25,2018-05-26,LiveC,STRAY,PUPPY
A1404556,2018-05-25,2018-05-25,LiveC,STRAY,SMALL
A1485437,2018-05-25,2018-05-28,LiveC,STRAY,SMALL
A1575839,2018-05-25,2018-05-26,LiveC,OTHER,LRG
A1577339,2018-05-25,2018-05-26,LiveC,STRAY,LRG
A1577340,2018-05-25,2018-06-02,LiveC,STRAY,PUPPY
A1577341,2018-05-25,2018-06-01,LiveC,STRAY,SMALL
A1577372,2018-05-25,2018-06-06,Transf,STRAY,SMALL
A1577374,2018-05-25,2018-06-06,Transf,STRAY,PUPPY
A1577375,2018-05-25,2018-06-06,Transf,STRAY,PUPPY
A1577390,2018-05-25,2018-05-26,LiveC,STRAY,SMALL
A1205220,2018-05-25,2018-06-03,LiveC,OTHER,SMALL
A1577402,2018-05-25,2018-05-27,LiveC,STRAY,MED
A1577405,2018-05-25,2018-05-26,LiveC,STRAY,LRG
A1577436,2018-05-26,2018-05-26,LiveC,STRAY,MED
A1577448,2018-05-26,2018-06-01,LiveC,STRAY,SMALL
A1577449,2018-05-26,2018-06-02,LiveC,STRAY,MED
A1577452,2018-05-26,2018-06-05,LiveC,STRAY,SMALL
A1577458,2018-05-26,2018-05-30,LiveC,STRAY,SMALL
A1577482,2018-05-26,2018-06-01,LiveC,STRAY,LRG
A1533377,2018-05-26,2018-06-04,LiveC,OTHER,SMALL
A1577502,2018-05-26,2018-06-02,LiveC,STRAY,MED
A1577507,2018-05-26,2018-06-06,LiveC,STRAY,MED
A1236714,2018-05-26,2018-05-29,LiveC,OTHER,TOY
A1577511,2018-05-26,2018-06-04,LiveC,STRAY,LRG
A1577518,2018-05-26,2018-05-29,LiveC,STRAY,SMALL
A1577519,2018-05-26,2018-06-01,LiveC,OTHER,_UNKNOWN_
A1557932,2018-05-26,2018-05-29,LiveC,STRAY,SMALL
A1577574,2018-05-26,2018-05-29,LiveC,STRAY,SMALL
A1577617,2018-05-27,2018-06-03,LiveC,STRAY,SMALL
A1577618,2018-05-27,2018-06-03,LiveC,STRAY,MED
A1577619,2018-05-27,2018-06-02,LiveC,STRAY,PUPPY
A1577620,2018-05-27,2018-06-02,LiveC,STRAY,PUPPY
A1577639,2018-05-27,2018-06-01,LiveC,STRAY,MED
A1574406,2018-05-27,2018-05-30,LiveC,OTHER,PUPPY
A1574407,2018-05-27,2018-05-29,LiveC,OTHER,PUPPY
A1574408,2018-05-27,2018-05-29,LiveC,OTHER,PUPPY
A1574409,2018-05-27,2018-05-30,LiveC,OTHER,PUPPY
A1574411,2018-05-27,2018-05-29,LiveC,OTHER,PUPPY
A1056196,2018-05-27,2018-06-18,LiveC,STRAY,MED
A1577648,2018-05-27,2018-06-23,LiveC,STRAY,LRG
A1385673,2018-05-27,2018-05-30,LiveC,STRAY,LRG
A1577661,2018-05-27,2018-06-02,LiveC,STRAY,LRG
A1577663,2018-05-27,2018-05-29,LiveC,STRAY,SMALL
A1577667,2018-05-27,2018-05-29,LiveC,STRAY,LRG
A1577685,2018-05-28,2018-06-15,LiveC,STRAY,MED
A1569656,2018-05-28,2018-06-05,LiveC,OTHER,LRG
A1577692,2018-05-28,2018-06-11,LiveC,OTHER,LRG
A1577694,2018-05-28,2018-06-08,LiveC,OTHER,LRG
A1577696,2018-05-28,2018-05-29,LiveC,STRAY,LRG
A1577698,2018-05-28,2018-06-02,LiveC,STRAY,MED
A1561977,2018-05-28,2018-05-29,LiveC,STRAY,LRG
A1577720,2018-05-28,2018-06-02,LiveC,STRAY,LRG
A1577737,2018-05-29,2018-06-06,LiveC,STRAY,MED
A1577744,2018-05-29,2018-05-29,NonL,STRAY,MED
A1577745,2018-05-29,2018-06-02,LiveC,STRAY,LRG
A1576564,2018-05-29,2018-05-30,LiveC,OTHER,LRG
A1347031,2018-05-29,2018-05-29,LiveC,STRAY,MED
A1572310,2018-05-29,2018-11-28,Transf,OTHER,LRG
A1577788,2018-05-29,2018-06-06,LiveC,STRAY,PUPPY
A1577814,2018-05-29,2018-06-06,LiveC,STRAY,SMALL
A1577815,2018-05-29,2018-06-02,Transf,OWNER,SMALL
A1577819,2018-05-29,2018-05-30,LiveC,STRAY,LRG
A1499445,2018-05-29,2018-05-30,LiveC,STRAY,MED
A1577828,2018-05-29,2018-06-10,LiveC,STRAY,LRG
A1577837,2018-05-29,2018-06-25,LiveC,STRAY,LRG
A1543723,2018-05-29,2018-06-06,LiveC,OTHER,_UNKNOWN_
A1577852,2018-05-29,2018-07-08,LiveC,STRAY,LRG
A1577856,2018-05-29,2018-06-10,LiveC,STRAY,LRG
A1577873,2018-05-29,2018-06-06,LiveC,STRAY,SMALL
A1236714,2018-05-26,2018-07-30,Transf,OTHER,TOY
A1577915,2018-05-30,2018-06-03,LiveC,STRAY,PUPPY
A1577928,2018-05-30,2018-05-30,LiveC,STRAY,LRG
A1364502,2018-05-30,2018-05-30,LiveC,STRAY,MED
A0927616,2018-05-30,2018-05-30,LiveC,STRAY,LRG
A1364502,2018-05-30,2018-06-09,LiveC,OWNER,MED
A1577975,2018-05-30,2018-06-01,LiveC,STRAY,LRG
A1577980,2018-05-30,2018-06-01,LiveC,STRAY,LRG
A1577982,2018-05-30,2018-06-11,LiveC,STRAY,LRG
A1577992,2018-05-30,2018-05-31,LiveC,STRAY,LRG
A1537771,2018-05-30,2018-06-03,LiveC,OWNER,LRG
A1402901,2018-05-30,2018-06-09,LiveC,STRAY,SMALL
A0674881,2018-05-30,2018-05-31,LiveC,STRAY,SMALL
A1578087,2018-05-30,2018-06-03,LiveC,STRAY,LRG
A1374061,2018-05-30,2018-06-09,LiveC,OTHER,_UNKNOWN_
A1576500,2018-05-31,2018-06-03,LiveC,OTHER,MED
A1339363,2018-05-31,2018-06-07,LiveC,STRAY,SMALL
A1578157,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578162,2018-05-31,2018-05-31,LiveC,STRAY,LRG
A1578163,2018-05-31,2018-05-31,LiveC,STRAY,LRG
A1578165,2018-05-31,2018-06-01,LiveC,OTHER,TOY
A1578171,2018-05-31,2018-05-31,LiveC,STRAY,SMALL
A1578179,2018-05-31,2018-06-13,LiveC,OTHER,LRG
A1578190,2018-05-31,2018-06-06,LiveC,STRAY,LRG
A1578193,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578194,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578195,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578197,2018-05-31,2018-06-01,Transf,STRAY,PUPPY
A1578198,2018-05-31,2018-05-31,Transf,STRAY,SMALL
A1578199,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578200,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578201,2018-05-31,2018-05-31,Transf,STRAY,PUPPY
A1578202,2018-05-31,2018-06-01,Transf,STRAY,PUPPY
A1578210,2018-05-31,2018-06-09,LiveC,STRAY,MED
A1578225,2018-05-31,2018-06-06,LiveC,STRAY,LRG
A1578230,2018-05-31,2018-06-15,LiveC,STRAY,MED
A1578238,2018-05-31,2018-06-15,LiveC,STRAY,MED
A1261178,2018-05-31,2018-06-05,LiveC,OTHER,TOY
A1427641,2018-05-31,2018-06-05,LiveC,OTHER,SMALL
A1578244,2018-05-31,2018-06-01,LiveC,STRAY,SMALL
A1578257,2018-06-01,2018-06-07,LiveC,STRAY,MED
A1481096,2018-06-01,2018-06-02,LiveC,STRAY,MED
A1578270,2018-06-01,2018-06-10,LiveC,STRAY,LRG
A1577519,2018-06-01,2018-06-04,NonL,OWNER,_UNKNOWN_
A1578285,2018-06-01,2018-06-26,Transf,STRAY,LRG
A1578286,2018-06-01,2018-06-02,LiveC,STRAY,MED
A1578308,2018-06-01,2018-06-01,Transf,STRAY,PUPPY
A1578312,2018-06-01,2018-06-07,LiveC,STRAY,SMALL
A1578328,2018-06-01,2018-06-02,LiveC,STRAY,SMALL
A1578331,2018-06-01,2018-06-09,LiveC,STRAY,MED
A1578333,2018-06-01,2018-06-02,LiveC,STRAY,SMALL
A0864219,2018-06-01,2018-06-02,LiveC,STRAY,SMALL
A1578359,2018-06-01,2018-06-01,NonL,STRAY,MED
A1578362,2018-06-01,2018-06-13,LiveC,STRAY,LRG
A1578418,2018-06-02,2018-06-26,Transf,OWNER,LRG
A1578457,2018-06-02,2019-02-09,LiveC,STRAY,LRG
A1578461,2018-06-02,2018-06-21,LiveC,STRAY,MED
A1578464,2018-06-02,2018-06-03,LiveC,STRAY,MED
A1167851,2018-06-02,2018-06-12,LiveC,OTHER,MED
A1575895,2018-06-02,2018-07-09,LiveC,OTHER,MED
A1578504,2018-06-02,2018-06-03,LiveC,STRAY,LRG
A1522683,2018-06-02,2018-06-03,LiveC,STRAY,LRG
A1578506,2018-06-02,2018-06-12,LiveC,OTHER,MED
A1578508,2018-06-02,2018-06-04,LiveC,STRAY,MED
A1120361,2018-06-03,2018-06-03,LiveC,STRAY,SMALL
A1578540,2018-06-03,2018-06-04,LiveC,STRAY,LRG
A1575101,2018-06-03,2018-06-04,LiveC,OTHER,MED
A1578556,2018-06-03,2018-06-03,LiveC,OTHER,MED
A1578559,2018-06-03,2018-06-08,LiveC,STRAY,MED
A1247688,2018-06-03,2018-06-05,LiveC,STRAY,MED
A1263676,2018-06-03,2018-06-04,LiveC,OTHER,MED
A1578589,2018-06-03,2018-06-24,LiveC,OTHER,MED
A1578601,2018-06-03,2018-06-04,LiveC,STRAY,MED
A1578597,2018-06-03,2018-06-07,LiveC,OTHER,LRG
A1578598,2018-06-03,2018-06-06,LiveC,OTHER,MED
A1578599,2018-06-03,2018-06-06,LiveC,OTHER,LRG
A1578602,2018-06-03,2018-06-12,LiveC,OTHER,SMALL
A1578624,2018-06-04,2018-07-18,LiveC,STRAY,LRG
A1578625,2018-06-04,2018-06-29,LiveC,STRAY,LRG
A1578654,2018-06-04,2018-06-06,Transf,STRAY,SMALL
A1578658,2018-06-04,2018-06-10,LiveC,STRAY,SMALL
A1578659,2018-06-04,2018-06-10,LiveC,STRAY,SMALL
A1578662,2018-06-04,2018-07-12,LiveC,STRAY,LRG
A1578665,2018-06-04,2018-06-04,Transf,STRAY,PUPPY
A1578667,2018-06-04,2018-06-04,LiveC,STRAY,SMALL
A1578671,2018-06-04,2018-06-04,LiveC,STRAY,SMALL
A1578672,2018-06-04,2018-06-13,LiveC,STRAY,LRG
A1578673,2018-06-04,2018-06-16,LiveC,STRAY,SMALL
A1578677,2018-06-04,2018-06-09,LiveC,STRAY,MED
A1578732,2018-06-04,2018-07-09,Transf,STRAY,LRG
A1578733,2018-06-04,2018-06-05,LiveC,STRAY,MED
A1578739,2018-06-04,2018-06-16,LiveC,STRAY,LRG
A1578772,2018-06-05,2018-06-13,LiveC,OWNER,MED
A1578797,2018-06-05,2018-06-10,LiveC,OWNER,LRG
A1578800,2018-06-05,2018-06-08,LiveC,OWNER,LRG
A1575101,2018-06-05,2018-06-06,LiveC,OTHER,MED
A1577291,2018-06-05,2018-06-06,LiveC,OTHER,MED
A1578834,2018-06-05,2018-06-16,LiveC,STRAY,SMALL
A1578836,2018-06-05,2018-06-16,LiveC,STRAY,SMALL
A1578839,2018-06-05,2018-06-16,LiveC,STRAY,MED
A1578842,2018-06-05,2018-06-10,LiveC,OWNER,LRG
A1578845,2018-06-05,2018-06-07,LiveC,OWNER,PUPPY
A1578850,2018-06-05,2018-06-14,LiveC,STRAY,MED
A1261178,2018-06-05,2018-06-06,LiveC,OWNER,TOY
A1578867,2018-06-05,2018-06-08,Transf,OWNER,MED
A1578872,2018-06-05,2018-06-16,LiveC,OTHER,MED
A1578893,2018-06-05,2018-06-14,LiveC,STRAY,LRG
A1578894,2018-06-05,2018-06-07,LiveC,STRAY,LRG
A1578897,2018-06-05,2018-06-13,LiveC,STRAY,MED
A1578896,2018-06-05,2018-06-08,LiveC,STRAY,LRG
A1307091,2018-06-05,2018-06-14,Transf,STRAY,MED
A1578937,2018-06-05,2018-06-13,LiveC,STRAY,MED
A1578951,2018-06-06,2018-07-01,LiveC,STRAY,MED
A1578969,2018-06-06,2018-06-13,LiveC,STRAY,PUPPY
A1578976,2018-06-06,2018-06-13,LiveC,STRAY,LRG
A1579009,2018-06-06,2018-06-30,LiveC,STRAY,LRG
A1579011,2018-06-06,2018-06-11,NonL,STRAY,MED
A1579025,2018-06-06,2018-06-30,LiveC,STRAY,LRG
A1579030,2018-06-06,2018-06-06,LiveC,STRAY,MED
A1579032,2018-06-06,2018-06-13,LiveC,STRAY,LRG
A1579037,2018-06-06,2018-06-17,LiveC,STRAY,MED
A1579039,2018-06-06,2018-06-06,LiveC,STRAY,MED
A1536123,2018-06-06,2018-06-08,LiveC,STRAY,SMALL
A1579047,2018-06-06,2018-06-13,LiveC,STRAY,MED
A1579059,2018-06-06,2018-06-15,LiveC,STRAY,LRG
A1418210,2018-06-06,2018-07-02,LiveC,STRAY,_UNKNOWN_
A1579095,2018-06-06,2018-06-08,LiveC,OTHER,MED
A1579099,2018-06-06,2018-06-06,Transf,STRAY,LRG
A1579100,2018-06-07,2018-06-07,LiveC,STRAY,LRG
A1579115,2018-06-07,2018-06-15,LiveC,STRAY,LRG
A1579123,2018-06-07,2018-06-11,LiveC,STRAY,MED
A1577449,2018-06-07,2018-06-07,LiveC,OTHER,MED
A1579131,2018-06-07,2018-06-08,LiveC,STRAY,SMALL
A1575239,2018-06-07,2018-06-14,LiveC,OTHER,MED
A1579142,2018-06-07,2018-06-13,LiveC,STRAY,SMALL
A1579147,2018-06-07,2018-06-12,NonL,STRAY,MED
A1579148,2018-06-07,2018-06-14,LiveC,STRAY,SMALL
A1339363,2018-06-07,2018-06-09,LiveC,OWNER,SMALL
A1579187,2018-06-07,2018-06-10,LiveC,STRAY,MED
A1578195,2018-06-07,2018-06-07,Transf,OTHER,PUPPY
A1578198,2018-06-07,2018-06-07,Transf,OTHER,SMALL
A1578201,2018-06-07,2018-06-07,Transf,OTHER,PUPPY
A1481543,2018-06-07,2018-06-09,LiveC,STRAY,LRG
A1579245,2018-06-07,2018-06-12,LiveC,STRAY,MED
A1378327,2018-06-07,2018-06-09,LiveC,STRAY,MED
A1579253,2018-06-07,2018-06-15,LiveC,STRAY,SMALL
A1579300,2018-06-08,2018-06-08,LiveC,STRAY,XL
A1579303,2018-06-08,2018-06-08,LiveC,STRAY,MED
A1577204,2018-06-07,2018-06-08,LiveC,OTHER,LRG
A1579308,2018-06-08,2018-06-20,LiveC,STRAY,MED
A1577694,2018-06-08,2018-11-09,Transf,OWNER,LRG
A1579313,2018-06-08,2018-06-16,LiveC,STRAY,LRG
A1579317,2018-06-08,2018-06-15,LiveC,STRAY,MED
A1579326,2018-06-08,2018-06-26,LiveC,STRAY,SMALL
A1577507,2018-06-08,2018-06-13,LiveC,OTHER,MED
A1579336,2018-06-08,2018-10-04,LiveC,OTHER,SMALL
A1579352,2018-06-08,2018-07-08,LiveC,STRAY,LRG
A1579398,2018-06-08,2018-06-13,LiveC,STRAY,MED
A1579399,2018-06-08,2018-06-15,LiveC,STRAY,TOY
A1579445,2018-06-09,2018-06-17,LiveC,STRAY,LRG
A1576500,2018-06-09,2018-06-15,LiveC,OTHER,MED
A1579451,2018-06-09,2018-06-10,LiveC,STRAY,SMALL
A1568394,2018-06-09,2018-06-10,LiveC,STRAY,MED
A1579464,2018-06-09,2018-06-13,LiveC,OTHER,MED
A1579466,2018-06-09,2018-06-13,LiveC,STRAY,SMALL
A1579468,2018-06-09,2018-07-01,LiveC,STRAY,LRG
A1579478,2018-06-09,2018-06-15,LiveC,STRAY,MED
A1579499,2018-06-09,2018-06-14,LiveC,STRAY,SMALL
A1579534,2018-06-10,2018-06-17,LiveC,STRAY,LRG
A1579535,2018-06-10,2018-06-18,LiveC,STRAY,LRG
A1579536,2018-06-10,2018-06-10,LiveC,STRAY,PUPPY
A1579539,2018-06-10,2018-06-11,LiveC,STRAY,LRG
A1579563,2018-06-10,2018-06-10,Transf,STRAY,PUPPY
A1540941,2018-06-10,2018-06-11,LiveC,STRAY,SMALL
A1335774,2018-06-10,2018-06-10,NonL,STRAY,MED
A1579615,2018-06-10,2018-07-03,LiveC,STRAY,LRG
A1058855,2018-06-10,2018-06-11,LiveC,STRAY,TOY
A1579623,2018-06-10,2018-06-12,LiveC,STRAY,SMALL
A1579627,2018-06-10,2018-06-11,LiveC,OTHER,LRG
A1363773,2018-06-10,2018-06-11,LiveC,STRAY,TOY
A1579630,2018-06-10,2018-06-11,LiveC,STRAY,MED
A1579658,2018-06-11,2018-06-16,LiveC,STRAY,SMALL
A1579662,2018-06-11,2018-06-16,LiveC,STRAY,LRG
A1192215,2018-06-11,2018-06-13,LiveC,STRAY,MED
A1575529,2018-06-11,2018-06-11,LiveC,OTHER,XL
A1579691,2018-06-11,2018-06-18,Transf,STRAY,SMALL
A1579694,2018-06-11,2018-11-18,LiveC,STRAY,LRG
A1579695,2018-06-11,2018-06-16,LiveC,STRAY,SMALL
A1579696,2018-06-11,2018-06-30,LiveC,STRAY,LRG
A1579697,2018-06-11,2018-06-16,LiveC,STRAY,LRG
A1327196,2018-06-11,2018-06-12,LiveC,STRAY,LRG
A1579702,2018-06-11,2018-06-15,LiveC,STRAY,SMALL
A1579709,2018-06-11,2018-12-22,Transf,STRAY,SMALL
A0904162,2018-06-11,2018-06-12,LiveC,OTHER,LRG
A1579754,2018-06-11,2018-06-12,LiveC,STRAY,MED
A1579858,2018-06-12,2018-06-21,LiveC,STRAY,SMALL
A1579860,2018-06-12,2018-06-12,LiveC,STRAY,LRG
A1579940,2018-06-12,2018-06-20,LiveC,STRAY,MED
A1579942,2018-06-12,2018-06-20,LiveC,STRAY,LRG
A1579945,2018-06-12,2018-06-20,LiveC,STRAY,SMALL
A1579946,2018-06-12,2018-06-20,LiveC,STRAY,MED
A1579955,2018-06-12,2018-06-16,LiveC,STRAY,MED
A1579956,2018-06-12,2018-06-20,LiveC,STRAY,MED
A1579970,2018-06-12,2018-06-16,LiveC,STRAY,LRG
A1580007,2018-06-13,2018-06-22,LiveC,STRAY,LRG
A1580008,2018-06-13,2018-06-23,LiveC,STRAY,LRG
A1578308,2018-06-12,2018-06-13,LiveC,OTHER,PUPPY
A1580035,2018-06-13,2018-07-02,LiveC,STRAY,LRG
A1580055,2018-06-13,2018-06-18,LiveC,OTHER,LRG
A1580056,2018-06-13,2018-06-14,LiveC,STRAY,MED
A1580057,2018-06-13,2018-06-23,LiveC,STRAY,LRG
A1578179,2018-06-13,2018-07-06,LiveC,OWNER,LRG
A1580087,2018-06-13,2018-06-21,LiveC,STRAY,SMALL
A1580104,2018-06-13,2018-06-14,LiveC,STRAY,MED
A1580121,2018-06-13,2018-06-14,LiveC,STRAY,LRG
A1569513,2018-06-13,2018-06-14,LiveC,OTHER,SMALL
A1569514,2018-06-13,2018-06-14,LiveC,OTHER,MED
A1569516,2018-06-13,2018-06-14,LiveC,OTHER,PUPPY
A1569517,2018-06-13,2018-06-14,LiveC,OTHER,PUPPY
A1569518,2018-06-13,2018-06-16,LiveC,OTHER,PUPPY
A1580181,2018-06-13,2018-06-14,LiveC,STRAY,MED
A1578672,2018-06-13,2018-06-27,LiveC,OTHER,LRG
A1580227,2018-06-14,2018-06-20,LiveC,STRAY,PUPPY
A1580243,2018-06-14,2018-06-15,LiveC,STRAY,SMALL
A1580255,2018-06-14,2018-06-14,Transf,STRAY,PUPPY
A1547350,2018-06-14,2018-06-15,LiveC,STRAY,MED
A1530363,2018-06-14,2018-06-15,LiveC,STRAY,MED
A1580275,2018-06-14,2019-04-07,LiveC,STRAY,LRG
A1580281,2018-06-14,2018-06-16,LiveC,STRAY,MED
A1578197,2018-06-14,2018-06-14,Transf,OTHER,PUPPY
A1578202,2018-06-14,2018-06-14,Transf,OTHER,PUPPY
A1580282,2018-06-14,2018-06-15,LiveC,STRAY,MED
A1580284,2018-06-14,2018-06-20,LiveC,STRAY,SMALL
A1580286,2018-06-14,2018-06-18,Transf,STRAY,SMALL
A1580291,2018-06-14,2018-06-15,LiveC,STRAY,SMALL
A1580298,2018-06-14,2018-06-20,Transf,STRAY,SMALL
A1580306,2018-06-14,2018-06-21,LiveC,OTHER,LRG
A1580307,2018-06-14,2018-06-15,LiveC,OTHER,SMALL
A1580367,2018-06-15,2018-06-26,LiveC,STRAY,LRG
A1580381,2018-06-15,2018-06-16,LiveC,STRAY,MED
A1402354,2018-06-15,2018-06-15,LiveC,STRAY,SMALL
A1580386,2018-06-15,2018-06-19,Transf,STRAY,MED
A1580393,2018-06-15,2018-06-22,LiveC,STRAY,MED
A1580398,2018-06-15,2018-07-01,LiveC,STRAY,MED
A1580432,2018-06-15,2018-06-17,LiveC,STRAY,MED
A1402354,2018-06-15,2018-06-15,NonL,OWNER,SMALL
A0789990,2018-06-15,2018-06-16,LiveC,STRAY,LRG
A1580449,2018-06-15,2018-06-20,NonL,STRAY,SMALL
A1567021,2018-06-15,2018-06-16,LiveC,STRAY,LRG
A1580462,2018-06-15,2018-06-23,LiveC,STRAY,MED
A1580464,2018-06-15,2018-07-01,LiveC,STRAY,MED
A1580475,2018-06-16,2018-06-16,LiveC,STRAY,MED
A1580501,2018-06-16,2018-06-20,Transf,STRAY,SMALL
A1444162,2018-06-16,2018-06-16,LiveC,STRAY,MED
A1580504,2018-06-16,2018-06-21,LiveC,STRAY,MED
A0705543,2018-06-16,2018-06-16,LiveC,STRAY,TOY
A1580511,2018-06-16,2018-07-17,LiveC,STRAY,LRG
A1579032,2018-06-16,2018-09-10,LiveC,OTHER,LRG
A1580516,2018-06-16,2018-06-27,NonL,STRAY,LRG
A1580517,2018-06-16,2018-06-16,LiveC,STRAY,MED
A1580518,2018-06-16,2018-06-16,LiveC,STRAY,LRG
A1580523,2018-06-16,2018-06-20,LiveC,STRAY,SMALL
A1580524,2018-06-16,2018-06-24,LiveC,STRAY,LRG
A1577208,2018-06-16,2018-06-17,LiveC,OTHER,LRG
A1580535,2018-06-16,2018-06-21,LiveC,STRAY,MED
A1580536,2018-06-16,2018-06-16,LiveC,STRAY,LRG
A1580537,2018-06-16,2018-06-16,LiveC,STRAY,LRG
A1473917,2018-06-16,2018-06-17,LiveC,STRAY,XL
A1580558,2018-06-16,2018-06-21,LiveC,STRAY,LRG
A1580561,2018-06-16,2018-06-21,LiveC,STRAY,SMALL
A1580608,2018-06-16,2018-06-17,LiveC,STRAY,MED
A1580613,2018-06-16,2018-06-17,LiveC,STRAY,SMALL
A1580614,2018-06-16,2018-06-17,LiveC,STRAY,LRG
A1580615,2018-06-16,2018-07-23,Transf,STRAY,LRG
A1580562,2018-06-16,2018-06-19,LiveC,STRAY,SMALL
A1132662,2018-06-17,2018-06-17,LiveC,STRAY,MED
A1546025,2018-06-17,2018-06-19,LiveC,STRAY,MED
A1546023,2018-06-17,2018-06-18,LiveC,STRAY,MED
A1578225,2018-06-17,2018-06-27,LiveC,OTHER,LRG
A1536669,2018-06-17,2018-06-18,LiveC,OTHER,SMALL
A1580678,2018-06-17,2018-06-17,NonL,STRAY,TOY
A1580683,2018-06-17,2018-06-18,Transf,STRAY,PUPPY
A1580696,2018-06-17,2018-06-22,LiveC,STRAY,SMALL
A1580698,2018-06-17,2018-06-18,LiveC,STRAY,MED
A1580702,2018-06-17,2018-06-22,LiveC,STRAY,SMALL
A1441847,2018-06-17,2018-06-28,LiveC,STRAY,MED
A1580709,2018-06-17,2018-06-18,LiveC,STRAY,MED
A1580712,2018-06-17,2018-06-18,LiveC,STRAY,SMALL
A1472588,2018-06-17,2018-06-18,LiveC,STRAY,SMALL
A1200913,2018-06-17,2018-06-18,LiveC,STRAY,XL
A1309397,2018-06-17,2018-06-18,LiveC,STRAY,MED
A1580726,2018-06-17,2018-08-01,LiveC,STRAY,LRG
A1580729,2018-06-17,2018-06-22,LiveC,STRAY,LRG
A1580737,2018-06-18,2018-06-18,LiveC,OTHER,MED
A1580738,2018-06-18,2018-06-23,LiveC,STRAY,LRG
A1580739,2018-06-18,2018-06-23,LiveC,STRAY,SMALL
A0887952,2018-06-18,2018-06-20,LiveC,STRAY,SMALL
A1539252,2018-06-18,2018-06-27,LiveC,STRAY,LRG
A1579534,2018-06-18,2018-06-22,LiveC,OTHER,LRG
A1580767,2018-06-18,2018-06-23,LiveC,STRAY,LRG
A1580776,2018-06-18,2018-06-27,LiveC,STRAY,MED
A1580789,2018-06-18,2018-06-22,Transf,STRAY,LRG
